CSCOD,MENGE,EBELN,BSART,ADPRI,BEDAT,LIFNR,WAERS,ZZSTORT,MATNR,NETPR,NETWR,ZZJRRQ,ZZGHRQ,ZXLTAT
MU,1,4100002970,HQY,CRT,20140225,1000000012,RMB,B737NG,CA244-01,1,1,20140226,20140729,153.0
MU,1,4100003004,HQY,CRT,20140313,1000000155,RMB,B737NG,241-298-002-015,4715.17,4715.17,20140313,20140320,7.0
MU,1,4100002901,HQY,NOR,20140119,1000000106,RMB,B737NG,85465-2,1,1,20140121,20140213,23.0
MU,1,4100002913,HQY,CRT,20140122,1000000106,RMB,B737NG,4063-19972-01AA,1,1,20140122,20140225,34.0
MU,1,4100002912,HQY,CRT,20140122,1000000106,RMB,B737NG,3214552-5,1778.64,1778.64,20140122,20140124,2.0
MU,1,4100003014,HQY,CRT,20140319,1000000141,RMB,B737NG,398908-4,0,0,20140320,20140408,19.0
MU,1,4100002948,HQY,AOG,20140212,1000000106,RMB,B737NG,3214552-6,1836.44,1836.44,20140212,20140214,2.0
MU,1,4100002947,HQY,CRT,20140212,1000000010,RMB,B737NG,C16221KA02,1,1,20140212,20140326,42.0
MU,1,4100002983,HQY,CRT,20140302,1000000106,RMB,B737-300,3214446-4,1,1,20140722,20140724,2.0
MU,1,4100003026,HQY,AOG,20140324,1000000141,RMB,B737NG,4091900-942,1,1,20140324,20140425,32.0
MU,1,4100002920,HQY,CRT,20140126,1000000155,RMB,B737NG,69-37317-300,25200.71,25200.71,20140126,20140228,33.0
MU,1,4100002955,HQY,AOG,20140217,1000000106,RMB,B737NG,251A2160-2,1,1,20140217,20140414,56.0
MU,1,4100002926,HQY,AOG,20140128,1000000142,RMB,B737NG,256A3580-1,144401,144401,20140129,20140429,90.0
MU,1,4100002992,HQY,CRT,20140306,1000000155,RMB,B737NG,241-280-056-014,40484.92,40484.92,20140306,20140317,11.0
MU,1,4100002959,HQY,CRT,20140218,1000000155,RMB,B737NG,G7401-06,3597.15,3597.15,20140218,20140227,9.0
MU,1,4100002989,HQY,CRT,20140306,1000000225,RMB,B737NG,3214446-4,1,1,20140306,20140326,20.0
MU,1,4100002936,HQY,CRT,20140205,1000000142,RMB,B737NG,3215618-4,26165.09,26165.09,20140205,20140208,3.0
MU,1,4100002993,HQY,CRT,20140307,1000000142,RMB,B737NG,2-8041-1,8045.28,8045.28,20140307,20140307,1.0
MU,1,4100003135,HQY,CRT,20140514,1000000155,RMB,B737NG,51090160-1,127709.42,127709.42,20140515,20140630,46.0
MU,1,4100003051,HQY,AOG,20140331,1000000295,RMB,B737-300,161A1100-39,149653.33,149653.33,20140403,20170216,1050.0
MU,1,4100003052,HQY,AOG,20140331,1000000295,RMB,B737-300,161A1100-40,149653.33,149653.33,20140403,20170216,1050.0
MU,1,4100003073,HQY,CRT,20140415,1000000012,RMB,B737NG,541674-4,1,1,20140418,20140423,5.0
MU,1,4100003106,HQY,AOG,20140501,1000000142,RMB,B737NG,2612312-1,1,1,20140506,20140513,7.0
MU,1,4100003105,HQY,AOG,20140501,1000000142,RMB,B737NG,66087,20609.43,20609.43,20140504,20140509,5.0
MU,1,4100003050,HQY,AOG,20140331,1000000295,RMB,B737-300,162A1100-5,149653.33,149653.33,20140403,20170216,1050.0
MU,1,4100003069,HQY,CRT,20140415,1000000012,RMB,B737NG,1152464-265,16715.66,16715.66,20140418,20140418,1.0
MU,1,4100003109,HQY,AOG,20140502,1000000225,RMB,B737NG,R6200M3-13,0,0,20140504,20140520,16.0
MU,1,4100003149,HQY,CRT,20140522,1000000155,RMB,B737NG,2206400-2,51592.68,51592.68,20140522,20140623,32.0
MU,1,4100003151,HQY,AOG,20140523,1000000142,RMB,B737NG,3290206-1,25751.89,25751.89,20140523,20140619,27.0
MU,1,4100003156,HQY,AOG,20140524,1000000106,RMB,B737NG,H341BWM,1,1,20140526,20140607,12.0
MU,1,4100003110,HQY,AOG,20140505,1000000141,RMB,B737NG,822-1710-001,1,1,20140508,20140519,11.0
MU,1,4100003153,HQY,CRT,20140523,1000000142,RMB,B737NG,2-8041-1,8535.85,8535.85,20140523,20140617,25.0
MU,1,4100003157,HQY,AOG,20140525,1000000141,RMB,B737NG,71404-2,1,1,20140529,20140901,95.0
MU,1,4100003111,HQY,AOG,20140505,1000000141,RMB,B737NG,622-5129-802,1,1,20140507,20140508,1.0
MU,1,4100003116,HQY,CRT,20140506,1000000155,RMB,B737NG,4063-19972-01AA,168426.01,168426.01,20140506,20140506,1.0
MU,1,4100003093,HQY,CRT,20140421,1000000225,RMB,B737NG,174101-02-01,1,1,20140421,20140505,14.0
MU,1,4100003178,HQY,CRT,20140528,1000000142,RMB,B737NG,1151952-14,1,1,20140528,20140530,2.0
MU,1,4100003121,HQY,AOG,20140509,1000000141,RMB,B737-300,066-50008-0406,1,1,20140509,20140620,42.0
MU,1,14SRS3008L,HQY,CRT,20140408,0000003341,USD,B737NG,315A2295-652,1,1,20140415,20140509,24.0
MU,1,4100003120,HQY,CRT,20140509,1000000004,RMB,B737NG,107484-6,1,1,20140509,,
MU,1,4100003126,HQY,CRT,20140512,1000000142,RMB,B737NG,066-50008-0406,23784.61,23784.61,20140512,20140716,65.0
MU,1,4100003187,HQY,CRT,20140529,1000000155,RMB,B737NG,398908-3,48382.13,48382.13,20140529,20140801,64.0
MU,1,4100003188,HQY,CRT,20140529,1000000155,RMB,B737NG,2206400-2,252080.41,252080.41,20140530,20140707,38.0
MU,1,4100003062,HQY,AOG,20140410,1000000106,RMB,B737NG,72605371-1,1,1,20140411,20140428,17.0
MU,1,4100003067,HQY,AOG,20140414,1000000225,RMB,B737NG,3215618-5,1,1,20140414,20140505,21.0
MU,1,4100003196,HQY,CRT,20140604,1000000155,RMB,B737NG,1151952-19,12511.06,12511.06,20140604,20140609,5.0
MU,1,4100003238,HQY,CRT,20140617,1000000142,RMB,B737NG,28B545-9,314984.61,314984.61,20140617,20140725,38.0
MU,1,4100003291,HQY,NOR,20140702,1000000155,RMB,B737NG,8-930-03,1,1,20140711,20140722,11.0
MU,1,4100003293,HQY,AOG,20140702,1000000106,RMB,B737NG,3215618-4,1,1,20140702,20140812,41.0
MU,1,4100003288,HQY,AOG,20140702,1000000141,RMB,B737NG,2233000-816-1,1,1,20140707,20140731,24.0
MU,1,4100003358,HQY,CRT,20140723,1000000225,RMB,B737NG,3810056-108,0,0,20140724,20141023,91.0
MU,1,4100003209,HQY,AOG,20140605,1000000012,RMB,B737NG,31-9289-4,1,1,20140606,20140704,28.0
MU,1,4100003199,HQY,AOG,20140605,1000000141,RMB,B737NG,3289562-5,1,1,20140605,20140630,25.0
MU,1,4100003303,HQY,CRT,20140704,1000000142,RMB,B737NG,28B545-7,75699.14,75699.14,20140704,20140715,11.0
MU,1,4100003304,HQY,CRT,20140704,1000000142,RMB,B737NG,285A1200-2,6112.82,6112.82,20140704,20140707,3.0
MU,1,4100003305,HQY,CRT,20140704,1000000106,RMB,B737NG,H504B,12268.73,12268.73,20140704,20140911,69.0
MU,1,4100003361,HQY,AOG,20140724,1000000106,RMB,B737NG,RDAV7091-01,7353.47,7353.47,20140724,20141024,92.0
MU,1,4100003212,HQY,CRT,20140606,1000000142,RMB,B737NG,1151952-14,2830.18,2830.18,20140606,20140729,53.0
MU,1,4100003251,HQY,AOG,20140623,1000000106,RMB,B737NG,C16786HA02,1,1,20140623,20140702,9.0
MU,1,4100003215,HQY,CRT,20140606,1000000155,RMB,B737NG,251A1240-3,23251.18,23251.18,20140608,20140618,10.0
MU,1,4100003220,HQY,AOG,20140608,1000000141,RMB,B737NG,H341BWM,1,1,20140609,20140617,8.0
MU,1,4100003223,HQY,CRT,20140609,1000000142,RMB,B737NG,1-002-0102-2090,17620.51,17620.51,20140610,20140613,3.0
MU,1,4100003229,HQY,CRT,20140611,1000000142,RMB,B737NG,28B545-7,7651.28,7651.28,20140611,20140612,1.0
MU,1,4100003259,HQY,AOG,20140625,1000000142,RMB,B737NG,6355C0001-01,21754.72,21754.72,20140625,20140630,5.0
MU,1,4100003319,HQY,CRT,20140711,1000000155,RMB,B737NG,2206400-2,109634.47,109634.47,20140711,20140728,17.0
MU,1,4100003323,HQY,CRT,20140713,1000000155,RMB,B737NG,28B545-7,116792.7,116792.7,20140713,20140806,24.0
MU,1,4100003318,HQY,CRT,20140711,1000000106,RMB,B737NG,90-44201-2,3690.58,3690.58,20140711,20141022,103.0
MU,1,4100003273,HQY,AOG,20140628,1000000106,RMB,B737NG,256A3110-6,1,1,20140630,20140630,1.0
MU,1,4100003279,HQY,AOG,20140629,1000000225,RMB,B737-300,42-935-2,1,1,20140630,20140711,11.0
MU,1,4100003280,HQY,AOG,20140629,1000000141,RMB,B737NG,822-1293-003,1,1,20140707,20140711,4.0
MU,1,4100003277,HQY,AOG,20140629,1000000106,RMB,B737-300,G7404-124,1,1,20140630,20140711,11.0
MU,1,4100003327,HQY,AOG,20140714,1000000106,RMB,B737NG,398908-3,1,1,20140714,20140722,8.0
MU,1,4100003335,HQY,CRT,20140717,1000000155,RMB,B737NG,HG2050AC07,419287.22,419287.22,20140718,20140731,13.0
MU,1,4100003340,HQY,CRT,20140718,1000000106,RMB,B737NG,69-37307-300,34120.72,34120.72,20140718,20140821,34.0
MU,1,4100003278,HQY,AOG,20140629,1000000141,RMB,B737-300,G7404-124,1,1,20140630,20140728,28.0
MU,1,4100003274,HQY,CRT,20140629,1000000155,RMB,B737NG,275A1101-8,21446.83,21446.83,20140629,20140729,30.0
MU,1,4100003276,HQY,AOG,20140629,1000000141,RMB,B737-300,EM91-79-5,1,1,20140630,20140724,24.0
MU,1,4100003342,HQY,AOG,20140719,1000000106,RMB,B737NG,930-2000-001,1,1,20140720,20140723,3.0
MU,1,4100003330,HQY,CRT,20140715,1000000106,RMB,B737NG,28B545-7,101502.73,101502.73,20140715,20140806,22.0
MU,1,4100003346,HQY,CRT,20140721,1000000142,RMB,B737NG,822-1604-101,81620.51,81620.51,20140721,20140728,7.0
MU,1,4100003193,HQY,AOG,20140603,1000000106,RMB,B737NG,1151952-19,1,1,20140603,20140618,15.0
MU,1,4100003295,HQY,CRT,20140702,1000000225,RMB,B737NG,42-935-2,1,1,20140703,20140802,30.0
MU,1,4100006004,HQY,CRT,20160603,1000000142,RMB,B737NG,3289562-5,2549.5,2549.5,20160606,20160606,1.0
MU,1,4100005943,HQY,AOG,20160524,1000000141,RMB,B737NG,2206400-2,1,1,20160602,20160919,109.0
MU,1,4100005945,HQY,NOR,20160524,1000000152,RMB,B737NG,398908-5,19129.68,19129.68,20160524,20160627,34.0
MU,1,4100006003,HQY,AOG,20160603,1000000152,RMB,B737NG,3289562-5,20640.37,20640.37,20160613,20160704,21.0
MU,1,16SL770011,HQY,AOG,20160623,0000001143,USD,B737NG,161A1100-40,46294,46294,20160623,20180911,810.0
MU,1,4100006007,HQY,CRT,20160604,1000000106,RMB,B737-300,176200-01-01,28171.02,28171.02,20160607,20160607,1.0
MU,1,4100006012,HQY,AOG,20160605,1000000142,RMB,B737NG,2030157-102,6953.56,6953.56,20160607,20160607,1.0
MU,1,4100006070,HQY,AOG,20160616,1000000142,RMB,B737NG,396498-2,8641.8,8641.8,20160620,20160623,3.0
MU,1,4100006122,HQY,AOG,20160625,1000000012,RMB,B737NG,96043-03,12221.62,12221.62,20160628,20160803,36.0
MU,1,4100006017,HQY,AOG,20160606,1000000421,RMB,B737NG,3214552-5,754.99,754.99,20160606,20160607,1.0
MU,1,4100006016,HQY,AOG,20160606,1000000421,RMB,B737NG,3289562-5,878.32,878.32,20160606,20160607,1.0
MU,1,4100006019,HQY,AOG,20160606,1000000141,RMB,B737NG,60-989100-5,1,1,20160606,20160607,1.0
MU,1,4100006089,HQY,AOG,20160618,1000000421,RMB,B737-300,20200-0202,3497.85,3497.85,20160621,20160805,45.0
MU,1,4100006092,HQY,AOG,20160618,1000000421,RMB,B737-300,20200-0104,3509.17,3509.17,20160621,20160809,49.0
MU,1,4100006090,HQY,AOG,20160618,1000000421,RMB,B737NG,20200-0202,3211.54,3211.54,20160621,20160805,45.0
MU,1,4100006091,HQY,AOG,20160618,1000000421,RMB,B737-300,20200-0103,4926.33,4926.33,20160621,20160826,66.0
MU,1,4100006025,HQY,AOG,20160607,1000000106,RMB,B737NG,174101-02-01,42487.94,42487.94,20160607,20160622,15.0
MU,1,4100005888,HQY,AOG,20160516,1000000106,RMB,B737NG,2341924-2,33167.52,33167.52,20160517,20160708,52.0
MU,1,4100005961,HQY,AOG,20160527,1000000106,RMB,B737NG,980-4750-009,9272.69,9272.69,20160528,20160606,9.0
MU,1,4100005957,HQY,AOG,20160527,1000000152,RMB,B737NG,2206400-2,53829.52,53829.52,20160527,20160606,10.0
MU,1,4100006036,HQY,AOG,20160608,1000000106,RMB,B737NG,3A296-0008-01-1,39184.11,39184.11,20160609,20160725,46.0
MU,1,4100006098,HQY,AOG,20160620,1000000421,RMB,B737NG,28B545-9,49172.49,49172.49,20160623,20160630,7.0
MU,1,4100006103,HQY,AOG,20160621,1000000106,RMB,B737NG,HG2050AC07,61218.35,61218.35,20160621,20160628,7.0
MU,1,4100006102,HQY,AOG,20160621,1000000141,RMB,B737NG,398908-5,1,1,20160621,20160706,15.0
MU,1,4100006154,HQY,AOG,20160629,1000000106,RMB,B737-300,141A4810-39,711.69,711.69,20160630,20160630,1.0
MU,1,4100006148,HQY,AOG,20160629,1000000106,RMB,B737NG,HG2050AC07,44136.43,44136.43,20160629,20160704,5.0
MU,1,4100005966,HQY,NOR,20160528,1000000142,RMB,B737NG,2206400-2,91770.64,91770.64,20160528,20160620,23.0
MU,1,4100005971,HQY,NOR,20160529,1000000141,RMB,B737NG,1151952-19,1,1,20160531,20160629,29.0
MU,1,4100005975,HQY,AOG,20160530,1000000141,RMB,B737NG,2341924-2,1,1,20160601,20160706,35.0
MU,1,4100005973,HQY,AOG,20160530,1000000152,RMB,B737NG,2206400-2,265260.94,265260.94,20160531,20160724,54.0
MU,1,4100006053,HQY,AOG,20160612,1000000141,RMB,B737NG,902020-01,1,1,20160614,20160705,21.0
MU,1,4100005984,HQY,AOG,20160531,1000000106,RMB,B737NG,30-2505-3,2571.85,2571.85,20160603,20160613,10.0
MU,1,16SL770012,HQY,AOG,20160623,0000001143,USD,B737NG,161A1100-39,59750,59750,20160623,20180911,810.0
MU,1,4100005989,HQY,AOG,20160601,1000000155,RMB,B737NG,822-1710-002,34935.28,34935.28,20160603,20160608,5.0
MU,1,16SL770013,HQY,AOG,20160623,0000001143,USD,B737NG,162A1100-9,59750,59750,20160623,20180911,810.0
MU,1,4100006115,HQY,AOG,20160624,1000000141,RMB,B737NG,940-0300-001,1,1,20160628,20160712,14.0
MU,1,4100005931,HQY,AOG,20160522,1000000141,RMB,B737NG,398908-5,1,1,20160526,20160708,43.0
MU,1,4100005934,HQY,AOG,20160523,1000000106,RMB,B737NG,129694-3,5549.54,5549.54,20160524,20160623,30.0
MU,1,4100005935,HQY,AOG,20160523,1000000106,RMB,B737NG,162700-100,205199.31,205199.31,20160524,20160809,77.0
MU,1,4100006410,HQY,AOG,20160809,1000000155,RMB,B737NG,1150002-1,1108.61,1108.61,20160810,20160815,5.0
MU,1,4100006436,HQY,AOG,20160812,1000000141,RMB,B737NG,902864,1,1,20160815,20170401,229.0
MU,1,4100006415,HQY,AOG,20160810,1000000141,RMB,B737NG,1151952-8,1,1,20160810,20160815,5.0
MU,1,4100006414,HQY,AOG,20160810,1000000155,RMB,B737-300,2041223-0414,2092.15,2092.15,20160817,20160819,2.0
MU,1,4100006290,HQY,AOG,20160719,1000000141,RMB,B737NG,2233000-816-1,1,1,20160721,20160803,13.0
MU,1,4100006143,HQY,AOG,20160627,1000000141,RMB,B737NG,174101-02-03,1,1,20160706,20161020,106.0
MU,1,4100006364,HQY,AOG,20160801,1000000155,RMB,B737-300,HG2050AC11,41759.8,41759.8,20160802,20160808,6.0
MU,1,4100006299,HQY,CRT,20160720,1000000141,RMB,B737NG,822-0334-003,1,1,20160721,20160811,21.0
MU,1,4100006295,HQY,AOG,20160720,1000000106,RMB,B737NG,971-4193-001,18372.83,18372.83,20160721,20161009,80.0
MU,1,4100006361,HQY,AOG,20160801,1000000141,RMB,B737NG,69000940-102,1,1,20160804,20161028,85.0
MU,1,4100006297,HQY,CRT,20160720,1000000141,RMB,B737NG,39-353,1,1,20160721,20160928,69.0
MU,1,4100006292,HQY,NOR,20160720,1000000141,RMB,B737NG,285A1780-10,1,1,20160720,20160810,21.0
MU,1,4100006367,HQY,NOR,20160802,1000000142,RMB,B737NG,39-353,22092.2,22092.2,20160804,20160918,45.0
MU,1,4100006307,HQY,AOG,20160721,1000000141,RMB,B737NG,4081600-940,1,1,20160726,20170208,197.0
MU,1,4100006462,HQY,AOG,20160818,1000000155,RMB,B737NG,622-5129-802,885.62,885.62,20160818,20160819,1.0
MU,1,4100006207,HQY,AOG,20160711,1000000421,RMB,B737NG,940-0351-001,59188.03,59188.03,20160725,20160726,1.0
MU,1,4100006318,HQY,AOG,20160722,1000000142,RMB,B737NG,4081600-940,61968.53,61968.53,20160726,20160729,3.0
MU,1,4100006313,HQY,AOG,20160722,1000000142,RMB,B737NG,4081600-930,42123.82,42123.82,20160722,20160802,11.0
MU,1,4100006317,HQY,AOG,20160722,1000000141,RMB,B737NG,4081600-930,341.88,341.88,20160726,20161010,76.0
MU,1,4100006376,HQY,AOG,20160804,1000000141,RMB,B737NG,39-353,1,1,20160807,20161028,82.0
MU,1,4100006461,HQY,AOG,20160818,1000000155,RMB,B737NG,822-1710-002,34380.28,34380.28,20160818,20160825,7.0
MU,1,4100006205,HQY,NOR,20160711,1000000141,RMB,B737NG,162700-100,1,1,20160711,20160830,50.0
MU,1,4100006209,HQY,AOG,20160712,1000000142,RMB,B737NG,285A1600-6,16697.04,16697.04,20160712,20160726,14.0
MU,1,4100006327,HQY,CRT,20160725,1000000142,RMB,B737NG,4081600-930,40245.73,40245.73,20160726,20160726,1.0
MU,1,4100006329,HQY,AOG,20160726,1000000141,RMB,B737NG,2206400-2,1,1,20160727,20160802,6.0
MU,1,4100006328,HQY,NOR,20160726,1000000155,RMB,B737NG,2206400-2,110073.48,110073.48,20160726,20160819,24.0
MU,1,4100006380,HQY,AOG,20160805,1000000141,RMB,B737NG,066-50008-0406,1,1,20160811,20161010,60.0
MU,1,4100006384,HQY,CRT,20160806,1000000012,RMB,B737NG,4081600-940,17778.55,17778.55,20160807,20160808,1.0
MU,1,4100006473,HQY,AOG,20160820,1000000142,RMB,B737NG,4081600-940,37266.51,37266.51,20160822,20160824,2.0
MU,1,4100006178,HQY,AOG,20160704,1000000141,RMB,B737NG,42-935-2,256.41,256.41,20160707,20160707,1.0
MU,1,4100006217,HQY,AOG,20160714,1000000142,RMB,B737NG,HG2050AC07,54502.67,54502.67,20160714,20160721,7.0
MU,1,4100006221,HQY,AOG,20160714,1000000142,RMB,B737NG,2340404-1,43816.92,43816.92,20160715,20160801,17.0
MU,1,4100006478,HQY,AOG,20160822,1000000155,RMB,B737-300,3876287-1,2233.41,2233.41,20160823,20160826,3.0
MU,1,4100006220,HQY,AOG,20160714,1000000141,RMB,B737NG,2340404-1,1,1,20160715,20160726,11.0
MU,1,4100006223,HQY,AOG,20160714,1000000142,RMB,B737NG,2340400-1,13324.56,13324.56,20160715,20160720,5.0
MU,1,4100006392,HQY,AOG,20160808,1000000155,RMB,B737NG,39-353,16957.18,16957.18,20160809,20160912,34.0
MU,1,4100006582,HQY,AOG,20160916,1000000155,RMB,B737NG,822-1710-002,68247.74,68247.74,20160919,20160929,10.0
MU,1,4100006589,HQY,AOG,20160918,1000000141,RMB,B737NG,1-002-0102-2090,1,1,20160919,20160922,3.0
MU,1,4100006661,HQY,AOG,20161004,1000000141,RMB,B737NG,G6990-19,1,1,20161008,20161124,47.0
MU,1,4100006684,HQY,AOG,20161008,1000000141,RMB,B737NG,67600014-1,1,1,20161010,20161111,32.0
MU,1,4100006504,HQY,AOG,20160827,1000000155,RMB,B737NG,HG2050AC07,24645.62,24645.62,20160829,20160830,1.0
MU,1,4100006602,HQY,AOG,20160920,1000000155,RMB,B737NG,3214552-5,2022.81,2022.81,20160922,20160922,1.0
MU,1,4100006507,HQY,AOG,20160827,1000000155,RMB,B737NG,2313M347-4,4133.12,4133.12,20160830,20160831,1.0
MU,1,4100006604,HQY,AOG,20160920,1000000142,RMB,B737NG,MC10-08-109,1989.83,1989.83,20160926,20160930,4.0
MU,1,4100006511,HQY,AOG,20160829,1000000141,RMB,B737NG,HG2050AC07,1,1,20160902,20161129,88.0
MU,1,4100006512,HQY,AOG,20160829,1000000141,RMB,B737NG,2118966-222,1,1,20160830,20161026,57.0
MU,1,4100006515,HQY,AOG,20160830,1000000155,RMB,B737NG,67-2906-002,6175.25,6175.25,20160830,20160913,14.0
MU,1,4100006629,HQY,AOG,20160923,1000000141,RMB,B737NG,3522W000-001,1,1,20160926,20170405,191.0
MU,1,4100006634,HQY,AOG,20160925,1000000141,RMB,B737NG,965-0758-002,1,1,20160926,20161102,37.0
MU,1,4100006642,HQY,CRT,20160927,1000000142,RMB,B737NG,HG2050AC07,15682.08,15682.08,20160929,20160929,1.0
MU,1,4100006470,HQY,AOG,20160820,1000000155,RMB,B737NG,42-935-2,11757.19,11757.19,20160823,20160825,2.0
MU,1,4100006476,HQY,AOG,20160820,1000000142,RMB,B737NG,398908-5,3147.31,3147.31,20160822,20160822,1.0
MU,1,4100006519,HQY,CRT,20160831,1000000141,RMB,B737NG,285A1200-1,1,1,20160831,20161124,85.0
MU,1,4100006520,HQY,AOG,20160831,1000000155,RMB,B737NG,6355C0001-01,20093.12,20093.12,20160902,20160906,4.0
MU,1,4100006565,HQY,AOG,20160913,1000000141,RMB,B737NG,3289630-2,1,1,20160914,20161003,19.0
MU,1,4100006561,HQY,AOG,20160913,1000000155,RMB,B737NG,2612302-1,6491.12,6491.12,20160914,20160918,4.0
MU,1,4100006637,HQY,AOG,20160926,1000000155,RMB,B737-300,822-1710-002,83385.07,83385.07,20160927,20161013,16.0
MU,1,4100006430,HQY,AOG,20160811,1000000155,RMB,B737NG,39-353,13491.44,13491.44,20160812,20160913,32.0
MU,1,4100006524,HQY,AOG,20160902,1000000141,RMB,B737NG,41F1005,1,1,20160903,20170509,248.0
MU,1,4100006570,HQY,AOG,20160914,1000000141,RMB,B737NG,D717-02-001,1,1,20160920,20160923,3.0
MU,1,4100006705,HQY,AOG,20161013,1000000575,RMB,B737NG,MA30A1017,1141.24,1141.24,20161013,20161021,8.0
MU,1,4100006771,HQY,CRT,20161027,1000000142,RMB,B737NG,3215618-4,21863.89,21863.89,20161027,20161108,12.0
MU,1,4100006718,HQY,AOG,20161016,1000000575,RMB,B737NG,1019439-1-001,20481.06,20481.06,20161017,20161031,14.0
MU,1,4100006928,HQY,AOG,20161125,1000000155,RMB,B737NG,HG2050AC07,25414.85,25414.85,20161128,20161128,1.0
MU,1,4100006682,HQY,AOG,20161007,1000000155,RMB,B737NG,822-1710-002,20012.17,20012.17,20161008,20161011,3.0
MU,1,4100006731,HQY,AOG,20161017,1000000155,RMB,B737NG,3214552-5,1267.82,1267.82,20161018,20161018,1.0
MU,1,4100006782,HQY,NOR,20161028,1000000142,RMB,B737NG,20-035008-300,16666.61,16666.61,20161101,20161108,7.0
MU,1,4100006789,HQY,AOG,20161029,1000000575,RMB,B737NG,1-899-29,137.91,137.91,20161031,20161101,1.0
MU,1,4100006939,HQY,NOR,20161127,1000000141,RMB,B737NG,6355C0001-01,1,1,20161130,20161222,22.0
MU,1,4100006889,HQY,AOG,20161116,1000000155,RMB,B737NG,4081600-940,130005.82,130005.82,20161117,20161201,14.0
MU,1,4100006737,HQY,AOG,20161019,1000000155,RMB,B737NG,3214552-5,4287.79,4287.79,20161019,20161024,5.0
MU,1,4100006801,HQY,CRT,20161031,1000000142,RMB,B737NG,107484-7,1065.81,1065.81,20161031,20161103,3.0
MU,1,4100006800,HQY,CRT,20161031,1000000142,RMB,B737NG,129694-3,349.96,349.96,20161031,20161101,1.0
MU,1,4100006808,HQY,CRT,20161101,1000000575,RMB,B737NG,2041444-0401,9581.2,9581.2,20161102,20161107,5.0
MU,1,4100006809,HQY,CRT,20161101,1000000575,RMB,B737NG,C17001BA01,9630.72,9630.72,20161102,20161114,12.0
MU,1,4100006810,HQY,AOG,20161101,1000000575,RMB,B737NG,C17001BA01,5441.85,5441.85,20161102,20161123,21.0
MU,1,4100006807,HQY,AOG,20161101,1000000141,RMB,B737NG,HG2050AC07,1,1,20161102,20161129,27.0
MU,1,4100006854,HQY,AOG,20161112,1000000155,RMB,B737-300,4081600-940,35044.29,35044.29,20161114,20161116,2.0
MU,1,4100006851,HQY,CRT,20161112,1000000142,RMB,B737NG,1151952-19,40550.31,40550.31,20161115,20161212,27.0
MU,1,4100006856,HQY,AOG,20161113,1000000575,RMB,B737NG,42-935-2,18845.7,18845.7,20161114,20161118,4.0
MU,1,4100006805,HQY,AOG,20161101,1000000141,RMB,B737NG,4081600-930,1,1,20161101,20161109,8.0
MU,1,4100006866,HQY,AOG,20161113,1000000155,RMB,B737NG,3214552-6,4527.85,4527.85,20161114,20161118,4.0
MU,1,4100006885,HQY,AOG,20161116,1000000142,RMB,B737NG,41F1005,99136.78,99136.78,20161117,20161227,40.0
MU,1,4100006890,HQY,AOG,20161116,1000000575,RMB,B737NG,4081600-940,113338.38,113338.38,20161117,20161129,12.0
MU,1,4100006751,HQY,NOR,20161021,1000000575,RMB,B737NG,65-52810-59,3300.48,3300.48,20161024,20161025,1.0
MU,1,4100006752,HQY,NOR,20161021,1000000142,RMB,B737NG,3215618-4,12860.77,12860.77,20161021,20161028,7.0
MU,1,4100006877,HQY,CRT,20161115,1000000155,RMB,B737NG,965-0758-002,8662.5,8662.5,20161116,20161121,5.0
MU,1,4100006899,HQY,AOG,20161118,1000000155,RMB,B737NG,HG2050BC02,57506.46,57506.46,20161118,20161125,7.0
MU,1,4100006900,HQY,AOG,20161119,1000000141,RMB,B737NG,3215618-5,1,1,20161119,20161205,16.0
MU,1,4100006826,HQY,AOG,20161105,1000000575,RMB,B737NG,980-4750-009,5387.93,5387.93,20161106,20161111,5.0
MU,1,4100006829,HQY,AOG,20161107,1000000575,RMB,B737-300,4091900-942,102641.49,102641.49,20161108,20161118,10.0
MU,1,4100006910,HQY,AOG,20161121,1000000152,RMB,B737NG,4086850-924,55702.56,55702.56,20161122,20161130,8.0
MU,1,4100006703,HQY,NOR,20161012,1000000155,RMB,B737NG,9601-51-0000,3695.99,3695.99,20161012,20161118,37.0
MU,1,4100006828,HQY,NOR,20161106,1000000575,RMB,B737NG,4081600-940,120860.13,120860.13,20161107,20161119,12.0
MU,1,4100006908,HQY,AOG,20161121,1000000141,RMB,B737NG,HG2050AC07,1,1,20161122,20161229,37.0
MU,1,4100006912,HQY,AOG,20161122,1000000155,RMB,B737NG,3876287-1,21524.11,21524.11,20161123,20170116,54.0
MU,1,4100006913,HQY,AOG,20161122,1000000155,RMB,B737NG,4081600-940,69319.34,69319.34,20161123,20161130,7.0
MU,1,4100006921,HQY,AOG,20161123,1000000142,RMB,B737-300,3876287-1,2086.63,2086.63,20161124,20161124,1.0
MU,1,4100007056,HQY,AOG,20161216,1000000141,RMB,B737NG,2233000-816-1,1,1,20161219,20170310,81.0
MU,1,4100007157,HQY,AOG,20161231,1000000575,RMB,B737NG,305RAA1,88499.84,88499.84,20170103,20170203,31.0
MU,1,4100007004,HQY,NOR,20161207,1000000142,RMB,B737NG,HG2050BC02,17114.18,17114.18,20161209,20161209,1.0
MU,1,4100007005,HQY,NOR,20161207,1000000575,RMB,B737NG,HG2050AC07,82152.08,82152.08,20161208,20161217,9.0
