CSCOD,MENGE,EBELN,BSART,ADPRI,BEDAT,LIFNR,WAERS,ZZSTORT,MATNR,NETPR,NETWR,ZZJRRQ,ZZGHRQ,ZXLTAT
MU,1,1500008096,HQY,AOG,20230817,1000000141,RMB,B737NG,0861FL1,1000,1000,20230817,20230821,4.0
MU,1,1500008108,HQY,AOG,20230818,1000000152,RMB,B737NG,930-1000-003,500,500,20230818,20230825,7.0
MU,1,1500008252,HQY,NOR,20230901,1000000152,RMB,B737NG,D717-02-001,100,100,20230901,20230915,14.0
MU,1,1500008105,HQY,NOR,20230817,6100002559,RMB,B737NG,CA244-01,5000,5000,20230818,,
MU,1,1500005733,HQY,NOR,20221006,1000000575,RMB,B737NG,315A2801-4,111658.45,111658.45,20221007,20230118,103.0
MU,1,1500006211,HQY,AOG,20221225,1000000575,RMB,B737NG,980-4750-003,16065.33,16065.33,20221225,20230103,9.0
MU,1,1500006127,HQY,NOR,20221207,1000000575,RMB,B737NG,C16786HA02,1000,1000,20221207,20221213,6.0
MU,1,1500005730,HQY,CRT,20221005,1000000152,RMB,B737NG,69-37369-300,3000,3000,20221008,20221031,23.0
MU,1,1500006196,HQY,NOR,20221220,1000000152,RMB,B737NG,0861FL1,5000,5000,20221220,20230109,20.0
MU,1,1500006164,HQY,CRT,20221215,1000000575,RMB,B737NG,315A2801-5,13084,13084,20221215,20221227,12.0
MU,1,1500006202,HQY,AOG,20221222,1000000575,RMB,B737NG,980-4750-009,20634.76,20634.76,20221223,20230113,21.0
MU,1,1500005734,HQY,AOG,20221006,1000000575,RMB,B737NG,315A2801-5,112897.39,112897.39,20221007,20230118,103.0
MU,1,1500005736,HQY,NOR,20221006,1000000575,RMB,B737NG,315A2801-5,96879.69,96879.69,20221008,20230118,102.0
MU,1,1500005735,HQY,NOR,20221006,1000000575,RMB,B737NG,315A2801-5,97499.16,97499.16,20221008,20230118,102.0
MU,1,1500006337,HQY,AOG,20230119,1000000152,RMB,B737NG,980-4750-009,1202.16,1202.16,20230129,20230206,8.0
MU,1,1500006355,HQY,CRT,20230124,1000000141,RMB,B737NG,67-2906-002,1000,1000,20230124,20230202,9.0
MU,1,1500006468,HQY,NOR,20230208,1000000575,RMB,B737NG,31-9289-4,4408.65,4408.65,20230208,20230216,8.0
MU,1,1500006648,HQY,CRT,20230301,1000000141,RMB,B737NG,3214972-1,5000,5000,20230302,20230310,8.0
MU,1,1500006488,HQY,NOR,20230209,1000000141,RMB,B737NG,274N1051-3,1000,1000,20230210,20230220,10.0
MU,1,1500006527,HQY,NOR,20230216,1000000575,RMB,B737NG,C17001DA01,656.3,656.3,20230216,20230217,1.0
MU,1,1500006600,HQY,NOR,20230225,1000000152,RMB,B737NG,4082730-901,1000,1000,20230225,20230302,5.0
MU,1,1500006542,HQY,AOG,20230217,1000000575,RMB,B737NG,645172-2,28297.07,28297.07,20230218,20230324,34.0
MU,1,1500006547,HQY,CRT,20230218,1000000575,RMB,B737NG,606802-2,11418.27,11418.27,20230218,20230227,9.0
MU,1,1500006872,HQY,NOR,20230328,1000000575,RMB,B737NG,3522W000-001,25886.07,25886.07,20230328,20230412,15.0
MU,1,1500006278,HQY,NOR,20230111,1000000141,RMB,B737NG,20219-0101,2000,2000,20230116,20230116,1.0
MU,1,1500006503,HQY,NOR,20230211,1000000152,RMB,B737NG,69-73713-320,1000,1000,20230212,20230215,3.0
MU,1,1500006471,HQY,AOG,20230208,1000000575,RMB,B737NG,473955-1,6109.53,6109.53,20230209,20230213,4.0
MU,1,1500006736,HQY,NOR,20230313,1000000575,RMB,B737NG,9901-40-0000,3794.27,3794.27,20230314,20230414,31.0
MU,1,1500006781,HQY,AOG,20230317,1000000141,RMB,B737NG,822-1604-101,1000,1000,20230329,20230330,1.0
MU,1,1500006800,HQY,NOR,20230319,1000000575,RMB,B737NG,7517800-11006,5000,5000,20230320,20230424,35.0
MU,1,1500006773,HQY,NOR,20230317,1000000141,RMB,B737NG,2206400-2,100,100,20230317,20230417,31.0
MU,1,1500006760,HQY,NOR,20230315,1000000004,RMB,B737NG,314-2100-3,20000,20000,20230316,20230717,123.0
MU,1,1500007098,HQY,NOR,20230425,1000000152,RMB,B737NG,6355C0001-01,3000,3000,20230425,20230509,14.0
MU,1,1500007055,HQY,NOR,20230421,1000000575,RMB,B737NG,2206400-2,86920.71,86920.71,20230421,20230501,10.0
MU,1,1500007123,HQY,AOG,20230427,1000000575,RMB,B737NG,2612312-1,25298.28,25298.28,20230506,20230509,3.0
MU,1,1500007331,HQY,NOR,20230526,1000000152,RMB,B737NG,3A296-0008-01-1,12000,12000,20230527,20230530,3.0
MU,1,1500007606,HQY,NOR,20230622,0000001528,USD,B737NG,822-2556-102,0.01,0.01,20230718,,
MU,1,1500007299,HQY,NOR,20230522,1000000141,RMB,B737NG,113A4100-14,12000,12000,20230522,20230707,46.0
MU,1,1500007637,HQY,CRT,20230626,1000000152,RMB,B737NG,69-73713-320,500,500,20230626,20230710,14.0
MU,1,1500007411,HQY,NOR,20230603,1000000152,RMB,B737NG,6355C0001-01,5000,5000,20230605,20230609,4.0
MU,1,1500006993,HQY,NOR,20230411,1000000152,RMB,B737NG,1152426-245,12000,12000,20230412,20230830,140.0
MU,1,1500007369,HQY,NOR,20230530,1000000152,RMB,B737NG,822-2556-102,12000,12000,20230530,20230817,79.0
MU,1,1500007417,HQY,NOR,20230604,1000000152,RMB,B737NG,2651-278-21,1000,1000,20230605,20230710,35.0
MU,1,1500007204,HQY,AOG,20230510,1000000575,RMB,B737NG,4081600-940,5000,5000,20230510,,
MU,1,1500007404,HQY,CRT,20230603,1000000141,RMB,B737NG,4081600-940,500,500,20230603,20230619,16.0
MU,1,1500007234,HQY,NOR,20230515,1000000152,RMB,B737NG,CU09644007,1000,1000,20230516,20230810,86.0
MU,1,1500007556,HQY,NOR,20230619,1000000004,RMB,B737NG,314-2200-3,5000,5000,20230621,,
MU,1,1500007923,HQY,NOR,20230728,1000000575,RMB,B737NG,822-0334-003,5000,5000,20230728,,
MU,1,1500007558,HQY,AOG,20230619,1000000152,RMB,B737NG,762187G,1000,1000,20230619,20230627,8.0
MU,1,1500007390,HQY,CRT,20230602,1000000141,RMB,B737NG,980-6032-003,5000,5000,20230602,20230608,6.0
MU,1,1500007509,HQY,CRT,20230614,1000000575,RMB,B737NG,21933-01AD,25140.16,25140.16,20230614,20230630,16.0
MU,1,1500007502,HQY,NOR,20230613,1000000152,RMB,B737NG,273A1401-2,5000,5000,20230614,,
MU,1,1500007526,HQY,AOG,20230615,1000000152,RMB,B737NG,2612312-1,5000,5000,20230615,20230626,11.0
MU,1,1500007521,HQY,AOG,20230615,1000000152,RMB,B737NG,607518-2,2000,2000,20230615,20230626,11.0
MU,1,1500007546,HQY,CRT,20230617,1000000575,RMB,B737NG,762187G,9814.39,9814.39,20230617,20230619,2.0
MU,1,1500007622,HQY,NOR,20230624,1000000152,RMB,B737NG,822-0334-002,1000,1000,20230624,20230714,20.0
MU,1,1500007548,HQY,CRT,20230618,1000000575,RMB,B737NG,233A3204-1,1671.34,1671.34,20230618,20230619,1.0
MU,1,1500007437,HQY,AOG,20230606,1000000575,RMB,B737NG,28823-7,14468.63,14468.63,20230606,20230630,24.0
MU,1,1500007880,HQY,AOG,20230725,1000000575,RMB,B737NG,140N2139-4,10979.21,10979.21,20230726,,
MU,1,1500007786,HQY,CRT,20230715,1000000575,RMB,B737NG,822-1710-002,5000,5000,20230717,20230721,4.0
MU,1,1500007787,HQY,CRT,20230715,1000000575,RMB,B737NG,622-5135-802,10250.24,10250.24,20230717,20230721,4.0
MU,1,1500007557,HQY,NOR,20230619,1000000004,RMB,B737NG,314-2200-5,5000,5000,20230621,,
MU,1,1500008178,HQY,NOR,20230823,1000000142,RMB,B737NG,3214972-1,200,200,20230824,20230905,12.0
MU,1,1500007964,HQY,NOR,20230802,1000000152,RMB,B737NG,67600014-1,12000,12000,20230802,20230815,13.0
MU,1,1500007784,HQY,CRT,20230715,1000000152,RMB,B737NG,822-1567-104,1000,1000,20230717,20230811,25.0
MU,1,1500007739,HQY,NOR,20230710,1000000575,RMB,B737NG,51090360-001,12000,12000,20230710,20230828,49.0
MU,1,1500004049,HQY,NOR,20220112,1000000012,RMB,B737NG,3291214-2,70462.65,70462.65,20220112,20220217,36.0
MU,1,1500004058,HQY,NOR,20220117,1000000575,RMB,B737NG,3291214-2,6362.67,6362.67,20220121,20220121,1.0
MU,1,1500004085,HQY,CRT,20220124,1000000142,RMB,B737NG,5145-1-86,2756.64,2756.64,20220124,20220124,1.0
MU,1,1500003986,HQY,NOR,20211228,1000000575,RMB,B737NG,241-298-002-015,15893.83,15893.83,20220106,20220106,1.0
MU,1,1500003960,HQY,NOR,20211223,1000000152,RMB,B737NG,801307-00,4290.13,4290.13,20220107,20220110,3.0
MU,1,1500003858,HQY,NOR,20211201,1000000004,RMB,B737NG,314-2100-2,1000,1000,20211203,20220209,68.0
MU,1,1500004009,HQY,AOG,20220101,1000000575,RMB,B737NG,69-37369-300,19907.79,19907.79,20220101,20220228,58.0
MU,1,1500004013,HQY,CRT,20220102,1000000575,RMB,B737NG,3291214-2,6957.77,6957.77,20220102,20220107,5.0
MU,1,1500003911,HQY,NOR,20211214,0000003341,USD,B737NG,113A3700-24,4850,4850,20211215,20220301,76.0
MU,1,1500003957,HQY,NOR,20211222,1000000012,RMB,B737NG,HG2050AC11,73367.43,73367.43,20211227,20211227,1.0
MU,1,1500003961,HQY,AOG,20211223,1000000152,RMB,B737NG,806835-01,5000,5000,20211229,20220110,12.0
MU,1,1500004155,HQY,NOR,20220208,1000000004,RMB,B737NG,314-2200-5,1000,1000,20220210,20220817,188.0
MU,1,1500004034,HQY,NOR,20220108,1000000575,RMB,B737NG,20220-0101,8337.97,8337.97,20220110,20220124,14.0
MU,1,1500004272,HQY,NOR,20220304,1000000012,RMB,B737NG,20220-0101,33391.67,33391.67,20220305,20220701,118.0
MU,1,1500004163,HQY,NOR,20220210,1000000575,RMB,B737NG,20219-0101,2426.12,2426.12,20220210,20220218,8.0
MU,1,1500004207,HQY,NOR,20220220,1000000575,RMB,B737NG,066-50029-1201,10201.55,10201.55,20220220,20220223,3.0
MU,1,1500004557,HQY,NOR,20220426,1000000575,RMB,B737NG,BFS24,4471.16,4471.16,20220427,20220507,10.0
MU,1,1500004154,HQY,NOR,20220208,1000000004,RMB,B737NG,314-2200-3,1000,1000,20220210,20220817,188.0
MU,1,1500004536,HQY,NOR,20220420,1000000004,RMB,B737NG,314-2100-3,15000,15000,20220422,20220919,150.0
MU,1,1500004500,HQY,NOR,20220414,1000000575,RMB,B737NG,G7404-124,4476.48,4476.48,20220415,20220418,3.0
MU,1,1500004292,HQY,NOR,20220307,1000000575,RMB,B737NG,4082730-901,48435.4,48435.4,20220308,20220321,13.0
MU,1,1500004649,HQY,CRT,20220514,1000000575,RMB,B737NG,285A1300-1,671.53,671.53,20220523,20220701,39.0
MU,1,1500004648,HQY,CRT,20220514,1000000575,RMB,B737NG,3810056-108,3000,3000,20220519,20220609,21.0
MU,1,1500004642,HQY,NOR,20220512,1000000575,RMB,B737NG,BFS24,18637.74,18637.74,20220513,20220628,46.0
MU,1,1500004821,HQY,CRT,20220610,1000000575,RMB,B737NG,822-1821-002,23681.49,23681.49,20220610,20220617,7.0
MU,1,1500004734,HQY,NOR,20220529,1000000575,RMB,B737NG,822-1710-002,79076.15,79076.15,20220529,20220610,12.0
MU,1,1500004833,HQY,AOG,20220612,1000000575,RMB,B737NG,822-2556-102,57009.69,57009.69,20220612,20220617,5.0
MU,1,1500004893,HQY,NOR,20220621,1000000575,RMB,B737NG,3202222-1,14585.85,14585.85,20220624,20220718,24.0
MU,1,1500004885,HQY,AOG,20220620,1000000152,RMB,B737NG,3810056-108,21190.82,21190.82,20220620,20220627,7.0
MU,1,1500004970,HQY,NOR,20220629,1000000575,RMB,B737NG,930-1000-003,55496,55496,20220629,20220719,20.0
MU,1,1500004770,HQY,AOG,20220603,1000000575,RMB,B737NG,3202222-1,18174.42,18174.42,20220605,20220711,36.0
MU,1,1500004771,HQY,AOG,20220603,1000000575,RMB,B737NG,3202222-1,18705.4,18705.4,20220609,20220609,1.0
MU,1,1500004768,HQY,CRT,20220603,1000000152,RMB,B737NG,3202222-1,17449.62,17449.62,20220603,20220711,38.0
MU,1,1500004827,HQY,CRT,20220611,1000000575,RMB,B737NG,980-4750-003,28369.07,28369.07,20220616,20220624,8.0
MU,1,1500004773,HQY,AOG,20220603,1000000575,RMB,B737NG,3202222-1,17908.94,17908.94,20220607,20220711,34.0
MU,1,1500004772,HQY,AOG,20220603,1000000575,RMB,B737NG,3202222-1,4946.02,4946.02,20220607,20220711,34.0
MU,1,1500004794,HQY,NOR,20220607,1000000575,RMB,B737NG,822-1604-101,91704.14,91704.14,20220607,20220621,14.0
MU,1,1500004965,HQY,NOR,20220628,1000000575,RMB,B737NG,72500410-4,7943.06,7943.06,20220629,20220727,28.0
MU,1,1500005156,HQY,CRT,20220725,1000000152,RMB,B737NG,HG2050AC11,27868.05,27868.05,20220725,20220727,2.0
MU,1,1500004916,HQY,NOR,20220624,1000000575,RMB,B737NG,4404B000-004,33948.56,33948.56,20220625,20220914,81.0
MU,1,1500004978,HQY,AOG,20220630,1000000575,RMB,B737NG,107484-7,1937.69,1937.69,20220705,20220707,2.0
MU,1,1500005246,HQY,CRT,20220805,1000000575,RMB,B737NG,174101-02-01,67211.28,67211.28,20220808,20220830,22.0
MU,1,1500004942,HQY,CRT,20220626,1000000575,RMB,B737NG,2-7462-3,2831.08,2831.08,20220627,20220712,15.0
MU,1,1500004990,HQY,NOR,20220702,1000000152,RMB,B737NG,3810056-108,23277.94,23277.94,20220703,20220711,8.0
MU,1,1500005182,HQY,NOR,20220728,0000001522,USD,B737NG,822-2556-102,100,100,20220806,20230504,271.0
MU,1,1500004693,HQY,CRT,20220522,0000003341,USD,B737NG,113A3700-24,7950,7950,20220524,20220715,52.0
MU,1,1500004677,HQY,AOG,20220519,1000000575,RMB,B737NG,C16786HA02,17814.37,17814.37,20220520,20220530,10.0
MU,1,1500005151,HQY,AOG,20220724,1000000575,RMB,B737NG,174101-02-03,1000,1000,20220801,20220812,11.0
MU,1,1500004950,HQY,NOR,20220627,1000000575,RMB,B737NG,72500410-4,5802.58,5802.58,20220628,20220718,20.0
MU,1,1500005144,HQY,AOG,20220723,1000000575,RMB,B737NG,72500410-3,555.21,555.21,20220725,20220817,23.0
MU,1,1500005036,HQY,NOR,20220707,1000000152,RMB,B737NG,822-2556-102,296397.21,296397.21,20220708,20221125,140.0
MU,1,1500005037,HQY,NOR,20220707,1000000575,RMB,B737NG,822-0334-002,21519.2,21519.2,20220712,20220722,10.0
MU,1,1500004987,HQY,CRT,20220701,1000000575,RMB,B737NG,72500410-1,5899.93,5899.93,20220702,20220727,25.0
MU,1,1500004979,HQY,NOR,20220630,1000000575,RMB,B737NG,129694-3,1565.71,1565.71,20220705,20220707,2.0
MU,1,1500005284,HQY,NOR,20220809,1000000575,RMB,B737NG,1152464-265,217204.73,217204.73,20220810,20220919,40.0
MU,1,1500004972,HQY,AOG,20220630,1000000575,RMB,B737NG,3810056-108,50703.43,50703.43,20220630,20220804,35.0
MU,1,1500005311,HQY,EXP,20220813,1000000152,RMB,B737NG,72500410-3,3083.47,3083.47,20220813,20220831,18.0
MU,1,1500004996,HQY,NOR,20220703,1000000152,RMB,B737NG,H504B,745.41,745.41,20220706,20220706,1.0
MU,1,1500005423,HQY,NOR,20220826,1000000575,RMB,B737NG,CU09644007,25425.66,25425.66,20220827,20230106,132.0
MU,1,1500005360,HQY,AOG,20220819,1000000575,RMB,B737NG,607510-3,12887.96,12887.96,20220820,20220830,10.0
MU,1,1500005080,HQY,NOR,20220714,1000000152,RMB,B737NG,761574B,286916.95,286916.95,20220715,20220802,18.0
MU,1,1500005233,HQY,AOG,20220805,1000000575,RMB,B737NG,980-4750-009,7489.39,7489.39,20220805,20220811,6.0
MU,1,1500005025,HQY,NOR,20220706,1000000575,RMB,B737NG,2206400-2,14102.05,14102.05,20220706,20220708,2.0
MU,1,1500005435,HQY,AOG,20220829,1000000152,RMB,B737NG,3810056-108,93937.3,93937.3,20220830,20221005,36.0
MU,1,1500005341,HQY,NOR,20220816,1000000152,RMB,B737NG,D717-02-001,1000,1000,20220830,20220830,1.0
MU,1,1500005399,HQY,AOG,20220824,1000000575,RMB,B737NG,D717-02-001,1871.01,1871.01,20220830,20220830,1.0
MU,1,1500005422,HQY,NOR,20220826,1000000575,RMB,B737NG,CU09644003,5000,5000,20220827,20221017,51.0
MU,1,1500005167,HQY,NOR,20220726,1000000152,RMB,B737NG,72500410-3,4189.47,4189.47,20220727,20220824,28.0
MU,1,1500005600,HQY,NOR,20220917,1000000575,RMB,B737NG,D717-02-001,1024.39,1024.39,20220917,20220922,5.0
MU,1,1500005643,HQY,NOR,20220926,1000000152,RMB,B737NG,0861FL1,100,100,20220926,20230209,136.0
MU,1,1500005469,HQY,AOG,20220904,1000000575,RMB,B737NG,HG2050AC11,81858.63,81858.63,20220906,20220909,3.0
MU,1,1500005935,HQY,EXP,20221105,1000000575,RMB,B737NG,0861FL1,20284.86,20284.86,20221105,20221207,32.0
MU,1,1500005306,HQY,NOR,20220812,1000000575,RMB,B737NG,114A5030-207,34064.88,34064.88,20220815,20220822,7.0
MU,1,1500005599,HQY,NOR,20220917,1000000575,RMB,B737NG,D717-02-001,1024.39,1024.39,20220917,20220922,5.0
MU,1,1500005855,HQY,NOR,20221023,1000000152,RMB,B737NG,0861FL1,1000,1000,20221026,20221125,30.0
MU,1,1500005644,HQY,NOR,20220926,1000000152,RMB,B737NG,0861FL1,500,500,20220926,20221017,21.0
MU,1,1500005853,HQY,NOR,20221023,1000000575,RMB,B737NG,0861FL1,1865.78,1865.78,20221115,20230427,163.0
MU,1,1500005861,HQY,NOR,20221024,1000000152,RMB,B737NG,0861FL1,1000,1000,20221025,20221128,34.0
MU,1,1500005564,HQY,NOR,20220913,1000000052,RMB,B737NG,314-2100-2,10000,10000,20220915,20230202,140.0
MU,1,1500005813,HQY,AOG,20221017,1000000575,RMB,B737NG,2-8041-1,2485.61,2485.61,20221019,20221021,2.0
MU,1,1500005971,HQY,NOR,20221111,1000000575,RMB,B737NG,0861FL1,31467.15,31467.15,20221112,20230103,52.0
MU,1,1500006147,HQY,CRT,20221211,1000000575,RMB,B737NG,5145-1-77,34146.15,34146.15,20221211,20221223,12.0
MU,1,1500005745,HQY,NOR,20221008,1000000004,RMB,B737NG,314A2620-1,1,1,20221017,20230307,141.0
MU,1,1500005766,HQY,NOR,20221010,0000001268,GBP,B737NG,174101-02-01,100,100,20221104,20230907,307.0
MU,1,1500005767,HQY,NOR,20221010,0000001268,GBP,B737NG,174101-02-01,100,100,20221104,20230914,314.0
MU,1,1500005807,HQY,NOR,20221016,1000000152,RMB,B737NG,B42365-1,6937.78,6937.78,20221020,20221028,8.0
MU,1,1500005968,HQY,CRT,20221110,1000000152,RMB,B737NG,114A5030-207,205777.92,205777.92,20221113,20221229,46.0
MU,1,1500005962,HQY,NOR,20221109,1000000575,RMB,B737NG,0861FL1,30835.03,30835.03,20221110,20221230,50.0
MU,1,1500005961,HQY,NOR,20221109,1000000575,RMB,B737NG,2235300-01-1,103059.5,103059.5,20221110,20230202,84.0
MU,1,1500006175,HQY,CRT,20221216,1000000152,RMB,B737NG,233A2224-3,300,300,20221220,20230106,17.0
MU,1,1500005647,HQY,NOR,20220926,1000000575,RMB,B737NG,1106-3AB,15628.79,15628.79,20220927,20221110,44.0
MU,1,1500003870,HQY,CRT,20211203,1000000575,RMB,B737NG,P665A0001-03,47262.77,47262.77,20211204,20220216,74.0
MU,1,1500003925,HQY,NOR,20211216,1000000142,RMB,B737NG,28823-7,14320.54,14320.54,20211220,20220124,35.0
MU,1,1500003923,HQY,NOR,20211216,1000000575,RMB,B737NG,4404B000-004,15843.57,15843.57,20211217,20220126,40.0
MU,1,1500003913,HQY,NOR,20211214,1000000012,RMB,B737NG,41F1005,241210.43,241210.43,20211216,20220215,61.0
MU,1,1500003904,HQY,AOG,20211213,1000000575,RMB,B737NG,822-1821-002,47267.05,47267.05,20211213,20211220,7.0
MU,1,1500003868,HQY,NOR,20211203,1000000575,RMB,B737NG,P665A0001-02,47130.03,47130.03,20211204,20220216,74.0
MU,1,1600208349,HQY,AOG,20201106,1000000575,RMB,B737NG,65-0294-21,10000,10000,20201106,20210210,96.0
MU,1,1600211669,HQY,CRT,20201117,1000000575,RMB,B737NG,2-8041-1,100,100,20201117,20201127,10.0
MU,1,1500002519,HQY,NOR,20201230,1000000575,RMB,B737NG,65-17821-23,12347.18,12347.18,20201230,20210129,30.0
MU,1,1600128203,HQY,AOG,20200108,0000001408,USD,B737NG,66087,14.6,14.6,20200518,20200519,1.0
MU,1,4100008798,HQY,AOG,20171211,1000000575,RMB,B737NG,67600014-1,66923.17,66923.17,20171212,20180316,94.0
MU,1,4100008804,HQY,AOG,20171211,1000000141,RMB,B737NG,965-0758-002,1,1,20171212,20171225,13.0
MU,1,1600126755,HQY,AOG,20200103,1000000012,RMB,B737NG,2612312-1,10065.46,10065.46,20200103,20200109,6.0
MU,1,4100008854,HQY,AOG,20171222,1000000575,RMB,B737NG,3215618-5,22203.36,22203.36,20171228,20180103,6.0
MU,1,4100008860,HQY,NOR,20171222,1000000152,RMB,B737NG,18-1738-12,27495.51,27495.51,20171225,20180426,122.0
MU,1,4100008861,HQY,NOR,20171222,1000000152,RMB,B737NG,2061-15-1,29336.92,29336.92,20171225,20180312,77.0
MU,1,4100008868,HQY,AOG,20171223,1000000575,RMB,B737NG,4082260-937,33686.04,33686.04,20171226,20171227,1.0
MU,1,4100008885,HQY,AOG,20171225,1000000155,RMB,B737NG,2061-15-1,35597.04,35597.04,20171226,20180329,93.0
MU,1,1600126757,HQY,AOG,20200103,1000000012,RMB,B737NG,2612312-1,10065.46,10065.46,20200103,20200114,11.0
MU,1,4100008873,HQY,AOG,20171223,1000000155,RMB,B737NG,2061-15-1,113915.41,113915.41,20171224,20180702,190.0
MU,1,4100008883,HQY,CRT,20171225,1000000575,RMB,B737NG,2612312-1,13936.63,13936.63,20180104,20180108,4.0
MU,1,4100008893,HQY,AOG,20171227,1000000141,RMB,B737NG,2061-15-1,1,1,20180108,20180731,204.0
MU,1,1600130297,HQY,CRT,20200113,1000000031,RMB,B737NG,241-298-002-015,0.01,0.01,20200115,20200824,222.0
MU,1,4100008900,HQY,AOG,20171228,1000000575,RMB,B737NG,57186-10,8739.56,8739.56,20171229,20180103,5.0
MU,1,4100008847,HQY,AOG,20171219,1000000141,RMB,B737NG,155016-20-11,1,1,20171220,20180319,89.0
MU,1,4100008792,HQY,NOR,20171210,1000000141,RMB,B737NG,1152464-265,1,1,20171210,20180222,74.0
MU,1,4100008845,HQY,CRT,20171219,1000000152,RMB,B737-300,3888058-7,4736.6,4736.6,20171219,20180111,23.0
MU,1,4100008925,HQY,AOG,20171231,1000000141,RMB,B737NG,18-1738-12,1,1,20180102,20180329,86.0
MU,1,1600134874,HQY,AOG,20200124,1000000141,RMB,B737NG,69000940-102,21831.51,21831.51,20200125,20200203,9.0
MU,1,1600134878,HQY,AOG,20200124,1000000141,RMB,B737NG,83000-27904,1206.95,1206.95,20200125,20200128,3.0
MU,1,1600137483,HQY,AOG,20200209,1000000012,RMB,B737NG,72500410-2,1631.96,1631.96,20200211,20200215,4.0
MU,1,1500001888,HQY,AOG,20200117,1000000031,RMB,B737NG,2040021-101,5000,5000,20200118,20200413,86.0
MU,1,1600135156,HQY,AOG,20200130,1000000141,RMB,B737NG,158300-101,7173.45,7173.45,20200130,20200203,4.0
MU,1,1600135157,HQY,AOG,20200130,1000000141,RMB,B737NG,39-353,4230.21,4230.21,20200130,20200210,11.0
MU,1,1600135147,HQY,AOG,20200130,1000000141,RMB,B737NG,2651-278-21,5780.01,5780.01,20200130,20200215,16.0
MU,1,1500001889,HQY,AOG,20200119,1000000012,RMB,B737NG,980-4750-009,18219.72,18219.72,20200119,20200210,22.0
MU,1,1600132493,HQY,AOG,20200119,1000000012,RMB,B737NG,980-6022-001,25006.44,25006.44,20200119,20200212,24.0
MU,1,1600139280,HQY,CRT,20200215,1000000012,RMB,B737NG,315A2800-1,22033.79,22033.79,20200217,20200403,46.0
MU,1,1600132404,HQY,AOG,20200119,1000000141,RMB,B737NG,473957-4,12271.04,12271.04,20200119,20200219,31.0
MU,1,1600152033,HQY,AOG,20200412,1000000012,RMB,B737NG,645242-1,11812.63,11812.63,20200413,20200506,23.0
MU,1,1600149922,HQY,CRT,20200403,1000000141,RMB,B737NG,20220-0101,4904.59,4904.59,20200404,20200424,20.0
MU,1,1600150286,HQY,CRT,20200403,1000000031,RMB,B737NG,P665A0001-03,1000,1000,20200404,20200506,32.0
MU,1,1600157832,HQY,AOG,20200503,1000000012,RMB,B737NG,940-0351-001,19111.73,19111.73,20200507,20200507,1.0
MU,1,1500002003,HQY,NOR,20200608,1000000012,RMB,B737NG,822-2556-102,126634.8,126634.8,20200609,20200619,10.0
MU,1,1500001958,HQY,AOG,20200506,1000000012,RMB,B737NG,241-298-002-015,48961.44,48961.44,20200507,20200601,25.0
MU,1,1600158748,HQY,AOG,20200507,1000000012,RMB,B737NG,6355C0001-01,4453.79,4453.79,20200509,20200509,1.0
MU,1,1600164828,HQY,CRT,20200530,1000000012,RMB,B737NG,822-0334-003,7364.4,7364.4,20200530,20200604,5.0
MU,1,1600175360,HQY,AOG,20200710,1000000012,RMB,B737NG,241-298-002-015,70000,70000,20200711,20200810,30.0
MU,1,1600166939,HQY,AOG,20200607,1000000141,RMB,B737NG,0861FL1,908.76,908.76,20200608,20200610,2.0
MU,1,1500002017,HQY,AOG,20200617,1000000152,RMB,B737NG,822-0334-002,23006.31,23006.31,20200618,20200703,15.0
MU,1,1500002054,HQY,AOG,20200713,1000000141,RMB,B737NG,72500410-4,4112.61,4112.61,20200714,20200807,24.0
MU,1,1600173625,HQY,CRT,20200704,1000000012,RMB,B737NG,72500410-4,12043.86,12043.86,20200705,20200828,54.0
MU,1,1600170448,HQY,CRT,20200621,1000000141,RMB,B737NG,2206400-2,50968.97,50968.97,20200622,20201230,191.0
MU,1,1600173637,HQY,AOG,20200705,1000000141,RMB,B737NG,2206400-2,63170.72,63170.72,20200706,20200715,9.0
MU,1,1600168913,HQY,AOG,20200615,1000000012,RMB,B737NG,2341178-2,12791.59,12791.59,20200619,20200619,1.0
MU,1,1500002010,HQY,AOG,20200616,0000003341,USD,B737NG,315A2295-674,29459.18,29459.18,20200619,20200908,81.0
MU,1,1600169135,HQY,AOG,20200616,1000000141,RMB,B737NG,2206400-2,106185.35,106185.35,20200616,20200812,57.0
MU,1,1500002050,HQY,NOR,20200709,1000000141,RMB,B737NG,72500415-2,1196.54,1196.54,20200709,20200720,11.0
MU,1,1600181227,HQY,CRT,20200801,1000000141,RMB,B737NG,3290206-1,6473.39,6473.39,20200801,20200814,13.0
MU,1,1600181285,HQY,AOG,20200802,1000000012,RMB,B737NG,1151952-16,2465.13,2465.13,20200803,20200803,1.0
MU,1,1500002068,HQY,AOG,20200802,1000000012,RMB,B737NG,940-0351-001,19554.21,19554.21,20200803,20200924,52.0
MU,1,1500002069,HQY,AOG,20200802,1000000152,RMB,B737NG,1151952-19,30021.14,30021.14,20200803,20200824,21.0
MU,1,1600181721,HQY,AOG,20200803,1000000031,RMB,B737NG,4101054,10000,10000,20200811,20200814,3.0
MU,1,1600179266,HQY,AOG,20200725,1000000012,RMB,B737NG,2341178-2,13145.57,13145.57,20200726,20200729,3.0
MU,1,1600182127,HQY,AOG,20200805,1000000141,RMB,B737NG,233A3201-302,3431.13,3431.13,20200805,20200811,6.0
